"county","state","pop.density","pop","pop.change","age6574","age75","crime","college","income","farm","democrat","republican","Perot","white","black","turnout"
"Dale","AL",89,49633,4.40000009536743,5.5,3.90000009536743,2242,13.5,27585,1.5,32.2999992370605,51.5,15.3000001907348,79.3121490478515,17.8248348236084,31.807466506958
"Dallas","AL",49,48130,-11,7.5,6.19999980926513,7685,12.1999998092651,20517,0.800000011920929,56.4000015258789,37.7000007629394,5.69999980926513,41.8055267333984,57.8121757507324,40.7313537597656
"De Kalb","AL",72,54651,4.19999980926513,8.19999980926513,6.40000009536743,1248,7.09999990463256,24836,5.19999980926513,38.2000007629394,48.7000007629394,12.6999998092651,96.9424133300781,1.88102686405181,39.4960746765136
"Elmore","AL",84,49210,21,6.69999980926513,5,3990,12.8000001907348,30853,2,30.5,55.7000007629394,13.6000003814697,76.9152603149414,22.4324321746826,41.4306030273437
"Escambia","AL",38,35518,-6.30000019073486,7.59999990463256,6.30000019073486,1297,7.59999990463256,22858,1.5,37.5,46.4000015258789,12.6000003814697,68.4892196655273,28.2842502593994,36.1056365966796
"Etowah","AL",187,99840,-3.09999990463256,9.39999961853027,6.5,6506,10.1999998092651,27071,0.899999976158142,48.4000015258789,41.099998474121,10.1000003814697,85.410659790039,13.8211135864257,42.5190315246582
"Fayette","AL",29,17962,-4.09999990463256,8.60000038146972,7.69999980926513,1964,8.5,26002,1.70000004768371,45.2000007629394,42.599998474121,11.8999996185302,87.5013885498046,12.1924066543579,47.1551055908203
"Franklin","AL",45,27814,0.400000005960464,8.60000038146972,6.80000019073486,1528,6.90000009536743,22755,4.09999990463256,50.2000007629394,40.4000015258789,9.10000038146972,95.1427307128906,4.49054431915283,42.6332054138183
"Geneva","AL",42,23647,-0.899999976158142,9.19999980926513,7.59999990463256,1254,6.80000019073486,24989,5.80000019073486,36.7000007629394,49.099998474121,13.3999996185302,87.4614105224609,11.9423179626464,41.7262229919433
"Greene","AL",16,10153,-7.40000009536743,7.40000009536743,8.19999980926513,4049,10.3999996185302,15663,4.69999980926513,79.1999969482421,16.5,4,19.3637351989746,80.5771713256836,48.0744590759277
"Hale","AL",25,15498,1.60000002384185,8.30000019073486,7.69999980926513,1645,8.89999961853027,18272,4.59999990463256,57.7999992370605,33.2000007629394,8.10000038146972,40.3600463867187,59.4528312683105,38.8630790710449
"Henry","AL",28,15374,1.70000004768371,9,7.30000019073486,3471,8.19999980926513,27554,3.90000009536743,43.099998474121,45.7000007629394,10.3000001907348,64.5115127563476,35.0917129516601,42.2726669311523
"Houston","AL",144,81331,11.6999998092651,7.30000019073486,5.09999990463256,8269,15,29818,1.5,29.7999992370605,58.2999992370605,11.6999998092651,75.6329040527343,23.3047676086425,36.5912132263183
"Jackson","AL",45,47796,-4.69999980926513,7.5,5.09999990463256,2465,8,25772,2.59999990463256,56.2000007629394,30.2000007629394,13,93.5140991210937,4.11749935150146,39.5765342712402
"Jefferson","AL",591,651525,-2,8,6,8487,19.8999996185302,31609,0.100000001490116,42.099998474121,50.099998474121,7.40000009536743,64.205825805664,35.0747871398925,45.874526977539
"Lamar","AL",26,15715,-5.09999990463256,8.19999980926513,7.5,0,6.19999980926513,25506,3.20000004768371,41.2999992370605,47.2999992370605,11.1000003814697,87.8460083007812,11.8485527038574,43.8943672180175
"Lauderdale","AL",122,79661,1.60000002384185,8.39999961853027,5.90000009536743,3419,16.3999996185302,29589,2,47.2000007629394,40.7000007629394,11.8999996185302,89.8306579589843,9.65968322753906,42.3745613098144
"Lawrence","AL",46,31513,6.80000019073486,7,4.90000009536743,1601,6.19999980926513,25478,4.69999980926513,54.9000015258789,30.8999996185302,14,77.9456100463867,15.2254629135131,36.7752990722656
"Lee","AL",148,87146,17.7999992370605,5,3.59999990463256,4879,25.2999992370605,32596,1.10000002384185,38.7999992370605,47.599998474121,12.8999996185302,74.4600982666015,23.4170246124267,40.7247619628906
"Limestone","AL",100,54135,23.5,6.5,4.80000019073486,1922,13.8000001907348,31739,2.40000009536743,37.4000015258789,45.7000007629394,16.6000003814697,86.188232421875,13.1652355194091,39.8947067260742
"Lowndes","AL",18,12658,-4.19999980926513,6.69999980926513,6,2108,8.19999980926513,18535,4.59999990463256,68,25.7999992370605,5.5,25.1619529724121,74.703742980957,40.6699333190918
"Macon","AL",40,24928,-9,8.39999961853027,6.90000009536743,6252,18,20096,2.79999995231628,82.8000030517578,12.8999996185302,3.20000004768371,13.8117780685424,85.6065444946289,35.1492309570312
"Madison","AL",312,238912,27.5,5.59999990463256,3.29999995231628,2752,30.1000003814697,39264,0.600000023841857,36.099998474121,47.7000007629394,15.8000001907348,77.0982589721679,20.1396331787109,45.1354484558105
"Marengo","AL",24,23084,-7.30000019073486,7.69999980926513,6.90000009536743,3680,11.5,23015,1.89999997615814,50.099998474121,39.7999992370605,8.19999980926513,49.0123023986816,50.8793983459472,48.7090606689453
"Marion","AL",40,29830,-1.20000004768371,8.19999980926513,7,955,6.69999980926513,22394,2.29999995231628,46.5,42.9000015258789,10.5,96.4096527099609,3.24170303344726,44.4854164123535
"Marshall","AL",130,70832,12,8.10000038146972,5.90000009536743,3147,11.5,26135,2.20000004768371,39,45.7999992370605,14.1999998092651,97.9232559204101,1.53461706638336,37.7188262939453
"Mobile","AL",316,378643,6.59999990463256,7,4.80000019073486,11758,15.5,27601,0.400000005960464,38.2000007629394,50.7000007629394,10.5,67.3069381713867,31.1301155090332,37.9745559692382
"Monroe","AL",23,23968,6,7.09999990463256,6.09999990463256,2684,10.8000001907348,26413,3.70000004768371,39.7000007629394,50.5,7.80000019073486,59.7463302612304,39.1021347045898,40.6583786010742
"Montgomery","AL",272,209085,9.10000038146972,6.69999980926513,4.90000009536743,8218,24.2000007629394,32351,0.400000005960464,43.2999992370605,47.2999992370605,8.89999961853027,57.1155281066894,41.7590942382812,41.2042961120605
"Morgan","AL",178,100043,15,6.90000009536743,4.80000019073486,4645,15.5,32912,1.39999997615814,34.2999992370605,47.9000015258789,17.5,89.0836944580078,10.0766668319702,43.9590988159179
"Perry","AL",17,12759,-18.5,7.69999980926513,8.10000038146972,3593,11.5,16404,3.90000009536743,63.9000015258789,31.5,3.70000004768371,35.2927360534668,64.4172744750976,45.5599975585937
"Pickens","AL",24,20699,-2.59999990463256,8.69999980926513,7.69999980926513,1872,6.59999990463256,22474,2.40000009536743,46.5,44.599998474121,8.5,57.9834785461425,41.7653045654296,39.3352317810058
"Pike","AL",42,27595,0,7.69999980926513,6.90000009536743,2364,14.3000001907348,23735,3,41.9000015258789,48.4000015258789,9.10000038146972,64.55517578125,34.600471496582,40.5616950988769
"Randolph","AL",35,19881,0.699999988079071,9.19999980926513,7.40000009536743,2465,7.69999980926513,23994,3.59999990463256,40.7000007629394,46.7999992370605,11.3000001907348,76.1430511474609,23.5702438354492,41.0039749145507
"Russell","AL",77,46860,3.90000009536743,7.59999990463256,5.09999990463256,6297,8.19999980926513,24642,1.20000004768371,55.099998474121,35.599998474121,8.69999980926513,60.7618446350097,38.6000862121582,33.4805793762207
"St. Clair","AL",84,50009,29.2999992370605,7.09999990463256,4.5,1535,8.5,27388,1.60000002384185,30.1000003814697,57.599998474121,12.1000003814697,90.2597503662109,9.12035846710205,43.2402153015136
"Shelby","AL",135,99358,61.7999992370605,4.59999990463256,3,1433,29,42549,0.800000011920929,21.3999996185302,68,10.3999996185302,91.301155090332,7.76786994934082,48.476219177246
"Sumter","AL",18,16174,-4.09999990463256,7.40000009536743,7.19999980926513,1655,11.1000003814697,17881,3.20000004768371,68.5,25.7000007629394,5.5,29.4237670898437,70.2918243408203,43.4339065551757
"Talladega","AL",102,74107,1.79999995231628,7.59999990463256,5.30000019073486,5857,10.1999998092651,25225,0.899999976158142,40.7000007629394,48.2000007629394,10,68.7789306640625,30.7298908233642,35.4406471252441
"Tallapoosa","AL",55,38826,1.29999995231628,9.10000038146972,7,3151,11.5,27247,1.29999995231628,36.9000015258789,52.7000007629394,10.1000003814697,73.3863906860351,26.3019618988037,39.8083763122558
"Tuscaloosa","AL",116,150522,11.6999998092651,6.59999990463256,4.80000019073486,8125,20,30135,0.5,40.5,47.2999992370605,12.1000003814697,72.6790771484375,26.1602954864502,38.581069946289
"Walker","AL",86,67670,-0.400000005960464,8.19999980926513,6.19999980926513,2648,7.19999980926513,25322,1.20000004768371,50.2000007629394,38.2999992370605,11.3000001907348,93.1609268188476,6.50953149795532,43.6441535949707
"Washington","AL",16,16694,0.300000011920929,6.69999980926513,5.30000019073486,0,6.69999980926513,23818,3.40000009536743,49.599998474121,40.099998474121,10.1999998092651,65.7960968017578,27.692584991455,48.8918190002441
"Wilcox","AL",15,13568,-7.30000019073486,8.30000019073486,7.5,503,10.3000001907348,15306,4.90000009536743,64.8000030517578,31.5,3.29999995231628,30.9772987365722,68.9342575073242,39.0919799804687
"Winston","AL",36,22053,1.70000004768371,8.19999980926513,5.90000009536743,1047,5.40000009536743,22023,3.70000004768371,33.7999992370605,55,11,99.4195785522461,0.258468240499496,45.7488784790039
"Apache","AZ",6,61591,20.7000007629394,4,2.70000004768371,711,8.5,16346,0.699999988079071,61.4000015258789,25.1000003814697,10.8000001907348,20.2237339019775,0.16236138343811,29.6439418792724
"Cochise","AZ",16,97624,18.2999992370605,8.10000038146972,4.69999980926513,4784,16.1000003814697,26152,0.899999976158142,38.2999992370605,36.7999992370605,23.7000007629394,81.6643447875976,5.20158958435058,33.9568138122558
"Coconino","AZ",6,96591,37.099998474121,3.70000004768371,2,6348,24.6000003814697,30648,0.100000001490116,44.2999992370605,32.2999992370605,22,64.0183868408203,1.46908092498779,44.1221237182617
"Gila","AZ",9,40216,14.3999996185302,12.1999998092651,7.19999980926513,3772,9.69999980926513,24877,0.400000005960464,41,31.2999992370605,25.3999996185302,76.5267562866211,0.246170684695243,45.9468879699707
"Graham","AZ",6,26554,20.7000007629394,7.30000019073486,5.30000019073486,2396,11.3000001907348,21754,1.29999995231628,35,43,19.2000007629394,77.5890655517578,1.89048731327056,36.5255699157714
"Greenlee","AZ",5,8008,-24.5,7.19999980926513,4,1974,10.3999996185302,29945,1.29999995231628,42.7999992370605,36.599998474121,20,85.3521499633789,0.349650353193283,49.4755249023437
"La Paz","AZ",3,13844,8.89999961853027,12.1999998092651,6.90000009536743,3856,8.5,18771,1.20000004768371,36.4000015258789,32.2000007629394,30,74.6532821655273,0.852354824542999,35.8350181579589
"Maricopa","AZ",240,2122101,46.4000015258789,7.40000009536743,5.09999990463256,8179,22.1000003814697,36078,0.100000001490116,32.599998474121,41.099998474121,25.2999992370605,84.7942657470703,3.49922084808349,41.319049835205
"Mohave","AZ",8,93497,89.8000030517578,14.1999998092651,6.5,6981,10.3000001907348,27010,0.100000001490116,32.599998474121,33.7000007629394,31.2999992370605,95.0126724243164,0.324074566364288,43.4409675598144
"Navajo","AZ",8,77658,19.7999992370605,5.30000019073486,2.90000009536743,3943,10,21336,0.200000002980232,44.2000007629394,32.4000015258789,19.3999996185302,44.0456886291503,0.905251204967498,31.7262878417968
"Pima","AZ",75,666880,29.8999996185302,8.19999980926513,5.5,8362,23.2999992370605,30985,0.100000001490116,45.7000007629394,34.5,19.2000007629394,78.721206665039,3.11825227737426,42.2090911865234
"Pinal","AZ",22,116379,32.9000015258789,8.80000019073486,4.90000009536743,5618,8.19999980926513,23993,0.800000011920929,42.099998474121,31.7999992370605,25.1000003814697,74.9439315795898,3.13458609580993,31.568410873413
"Santa Cruz","AZ",26,29676,55.2999992370605,6.69999980926513,3.90000009536743,5409,10.8000001907348,24431,0.600000023841857,43.5,37.4000015258789,17.8999996185302,74.6697692871093,0.326863467693328,27.227388381958
"Yavapai","AZ",14,107714,70.3000030517578,15.1999998092651,8.60000038146972,3586,17.7000007629394,26238,0.300000011920929,30.7000007629394,39.4000015258789,27.6000003814697,95.7220077514648,0.298011392354965,55.1599617004394
"Yuma","AZ",21,106895,54.2000007629394,8.89999961853027,4.90000009536743,7861,12.6999998092651,25648,0.5,37,41.5,20.3999996185302,75.4965133666992,2.85888028144836,26.236026763916
"Arkansas","AR",22,21653,-11.8000001907348,9,7.80000019073486,4664,10.3000001907348,23091,4.69999980926513,59,32.5,8,77.6612930297851,21.8814945220947,36.8540153503418
"Ashley","AR",27,24319,-7.40000009536743,8,6.59999990463256,4299,9.30000019073486,25077,1.70000004768371,61.4000015258789,28.1000003814697,9.69999980926513,72.0054244995117,27.2050666809082,39.3396110534668
"Baxter","AR",58,31186,18.1000003814697,16.5,12.6999998092651,1328,10.3999996185302,21545,1.70000004768371,44.4000015258789,35.9000015258789,18.7000007629394,99.2881393432617,0.0128262685611844,50.4457130432128
"Benton","AR",125,97499,35.2000007629394,10.8999996185302,7,3568,14.3999996185302,29887,3.70000004768371,36.4000015258789,48.7999992370605,14.1999998092651,97.4040756225586,0.127180784940719,44.3891716003418
"Boone","AR",49,28297,12,9.19999980926513,8,1727,10.6999998092651,24576,5.69999980926513,42.4000015258789,42.2000007629394,14.3999996185302,99.0847091674804,0.0176697168499231,51.0195426940918
"Bradley","AR",18,11793,-16.1000003814697,9.89999961853027,8.89999961853027,3849,9.80000019073486,21644,1.89999997615814,61.099998474121,30.6000003814697,8.10000038146972,67.938606262207,30.9336051940918,41.0158576965332
"Calhoun","AR",9,5826,-5.80000019073486,8.89999961853027,7.59999990463256,1599,7.40000009536743,25048,2.20000004768371,51.4000015258789,38.7000007629394,9.5,74.7854461669921,24.8369369506835,46.378303527832
"Carroll","AR",31,18654,20.3999996185302,10.1999998092651,7.90000009536743,3220,11.6000003814697,24262,7.80000019073486,42.599998474121,39.9000015258789,16.8999996185302,98.724136352539,0.0321646817028522,47.4804344177246
"Chicot","AR",24,15713,-11.6000003814697,8.10000038146972,8.10000038146972,5612,8.30000019073486,16749,4.5,68.6999969482421,24.3999996185302,6.80000019073486,42.588939666748,56.3800659179687,32.4508361816406
"Clark","AR",25,21437,-8.60000038146972,8.69999980926513,8,1184,17.8999996185302,24098,2.40000009536743,64.5999984741211,26.8999996185302,8,76.2420120239257,22.9183197021484,41.61962890625
"Clay","AR",28,18107,-13.3000001907348,10.8999996185302,9.80000019073486,1587,5.19999980926513,19662,6.90000009536743,68.5,23.2999992370605,8,99.5802764892578,0.0331363566219806,39.1008987426757
"Cleburne","AR",37,19411,20.2999992370605,12.3999996185302,8.5,2410,9.39999961853027,22318,4.59999990463256,51,35.9000015258789,12.6999998092651,99.3869476318359,0.0309103094041347,51.4141464233398
"Cleveland","AR",13,7781,-0.100000001490116,7.90000009536743,7,662,7.80000019073486,24469,4.09999990463256,56,33.4000015258789,10,85.8629989624023,13.6100759506225,43.4134445190429
"Columbia","AR",34,25691,-3.40000009536743,8.5,8.30000019073486,1420,13.1000003814697,23360,2.20000004768371,48.2999992370605,37.7000007629394,11.1000003814697,64.4739379882812,35.0005836486816,38.2196083068847
"Conway","AR",35,19151,-1.39999997615814,9.19999980926513,7.19999980926513,1330,9.80000019073486,24659,5,57.7999992370605,32.099998474121,9.5,84.2723617553711,15.0174922943115,44.2848930358886
"Craighead","AR",100,68956,12.1999998092651,6.80000019073486,5.40000009536743,5275,16.3999996185302,27168,1.79999995231628,54.4000015258789,35.599998474121,8.89999961853027,93.4639511108398,5.47885608673095,37.1193237304687
"Crawford","AR",75,42493,20.5,6.80000019073486,5.09999990463256,2785,7.59999990463256,24391,2.09999990463256,41.2000007629394,42.599998474121,15.1000003814697,96.42529296875,0.880144953727722,38.0415611267089
"Crittenden","AR",81,49939,0.5,6.09999990463256,4.5,5223,9.80000019073486,25301,1.10000002384185,56.599998474121,34.5,5,56.3727760314941,42.8542823791503,34.2577934265136
"Cross","AR",31,19225,-5.69999980926513,7.59999990463256,6.30000019073486,2727,8,21988,4,58.099998474121,33,8.60000038146972,74.6059799194336,24.8738613128662,36.3381004333496
"Dallas","AR",14,9614,-9.69999980926513,9.5,8.80000019073486,3701,8.80000019073486,23156,1.10000002384185,53.7000007629394,37.099998474121,8.80000019073486,61.0879974365234,38.4647407531738,40.8258781433105
"Desha","AR",21,16798,-17.6000003814697,7.59999990463256,7.19999980926513,4655,10.3999996185302,19786,3.40000009536743,67.9000015258789,22.7999992370605,7,56.5543518066406,42.4991073608398,33.4623184204101
"Drew","AR",21,17369,-3.79999995231628,7.09999990463256,6.40000009536743,1267,13.8999996185302,22913,2.79999995231628,59.5,30.7999992370605,9.5,72.140022277832,27.3706035614013,36.2600021362304
"Faulkner","AR",99,60006,39.2999992370605,6.09999990463256,4.59999990463256,4482,17.8999996185302,28455,2.20000004768371,51.599998474121,37.599998474121,9.69999980926513,91.064224243164,7.96253728866577,42.0207977294921
"Franklin","AR",25,14897,3,9.10000038146972,7.69999980926513,1610,8.80000019073486,22072,6,47.7999992370605,37,14.6999998092651,98.3016738891601,0.664563357830047,45.2171592712402
"Fulton","AR",16,10037,-0.100000001490116,12.1999998092651,9,1649,5.40000009536743,18072,9.89999961853027,59.7000007629394,26.6000003814697,13.3000001907348,99.322509765625,0.0996313616633415,47.1854133605957
"Garland","AR",112,73397,7.90000009536743,12.8999996185302,9.19999980926513,5498,14.1999998092651,25268,0.699999988079071,52.2999992370605,35.7999992370605,9.69999980926513,90.9710235595703,7.63518953323364,49.0415153503418
"Grant","AR",23,13948,10.8000001907348,7.09999990463256,5.69999980926513,2615,9.30000019073486,28313,1.70000004768371,51.5,36.7000007629394,11.3000001907348,96.7235412597656,2.70289635658264,44.4364776611328
"Greene","AR",57,31804,6.59999990463256,8.60000038146972,6.90000009536743,3250,9.10000038146972,23346,3.79999995231628,61.2000007629394,28.5,9.80000019073486,99.4434661865234,0.0628851726651191,38.743553161621
"Hempstead","AR",30,21621,-7.40000009536743,8.39999961853027,8.19999980926513,5670,9.30000019073486,20649,3.09999990463256,61.4000015258789,26.7999992370605,11.5,68.8589782714843,29.8968601226806,41.2654380798339
"Hot Spring","AR",43,26115,-1.5,9.60000038146972,7.09999990463256,2713,9,22546,2.09999990463256,59.4000015258789,28.6000003814697,11.3999996185302,88.3247146606445,10.9707069396972,40.6509666442871
"Howard","AR",23,13569,0.899999976158142,8.60000038146972,8.60000038146972,2075,8.30000019073486,25308,8.19999980926513,55.599998474121,34.7000007629394,9.39999961853027,77.411750793457,21.5122699737548,36.6644554138183
"Independence","AR",41,31192,4.80000019073486,8.10000038146972,6.59999990463256,3098,10.3000001907348,24699,3.79999995231628,55.2000007629394,33,11.1999998092651,97.2813568115234,1.90754044055938,41.1644020080566
"Izard","AR",20,11364,8.69999980926513,14.3000001907348,11.6000003814697,305,9.39999961853027,20429,6.30000019073486,61.2000007629394,27.3999996185302,10.8000001907348,99.1376266479492,0.0967969000339508,49.1728248596191
"Jackson","AR",30,18944,-12.3000001907348,9.5,8.19999980926513,2286,6.69999980926513,20919,3.79999995231628,65.6999969482421,24.7999992370605,8.89999961853027,84.8870391845703,14.5639781951904,39.7170600891113
"Jefferson","AR",96,85487,-6,7.5,6,7277,14.6000003814697,26360,0.699999988079071,68.8000030517578,23.7000007629394,6.5,56.006175994873,43.1375541687011,37.0723037719726
"Johnson","AR",28,18221,7.30000019073486,9.19999980926513,8.10000038146972,2899,12,21345,4.5,52.099998474121,33.7999992370605,13.3999996185302,96.767463684082,1.69584548473358,41.5893745422363
"Lafayette","AR",18,9643,-8.5,9.19999980926513,8.5,1305,6.90000009536743,18428,3.90000009536743,57.099998474121,29.8999996185302,12.6999998092651,61.0183563232421,38.4838752746582,41.2630920410156
"Lawrence","AR",30,17457,-6,9.80000019073486,8.89999961853027,1062,6.09999990463256,19917,4.40000009536743,59.7999992370605,30.7000007629394,9.19999980926513,98.6595611572265,0.504095792770385,39.6918144226074
"Lee","AR",21,13053,-17.1000003814697,8.30000019073486,7.40000009536743,4655,7.40000009536743,14213,4.19999980926513,67.8000030517578,25.5,6.09999990463256,41.7451934814453,57.3584632873535,38.8110008239746
"Lincoln","AR",25,13690,3.90000009536743,6.09999990463256,5.90000009536743,767,5.59999990463256,22680,3.40000009536743,64.5,26.2999992370605,9,62.8999252319335,36.0482101440429,31.7531051635742
"Little River","AR",26,13966,-1.79999995231628,7.69999980926513,6.40000009536743,2895,8.10000038146972,26314,4.90000009536743,58.2000007629394,25.8999996185302,15.6000003814697,77.4738616943359,20.9866828918457,40.9422874450683
"Logan","AR",29,20557,2.90000009536743,9,8,1099,6.80000019073486,22227,5.59999990463256,46,39.2000007629394,14,97.6942138671875,1.32801473140716,42.2581100463867
"Lonoke","AR",53,39268,18.5,6.5,5.09999990463256,2236,10,28007,3.70000004768371,50.2999992370605,39.5,9.80000019073486,90.1370086669921,9.00478744506836,40.2974433898925
"Madison","AR",15,11618,8.39999961853027,9.19999980926513,7.19999980926513,998,8.19999980926513,20929,13.6999998092651,45.7999992370605,42.4000015258789,11.3000001907348,98.4248580932617,0.0258220005780458,45.4208984375
"Marion","AR",21,12001,9.80000019073486,13.5,9.30000019073486,1140,8,20745,6.69999980926513,44.099998474121,32.4000015258789,21.2000007629394,99.1500701904296,0.049995832145214,52.0373306274414
"Miller","AR",62,38467,2.29999995231628,7.80000019073486,6.19999980926513,9636,9.5,25345,1.60000002384185,48.2000007629394,36.099998474121,15.3999996185302,76.5955200195312,22.4218158721923,38.0144004821777
"Mississippi","AR",61,57525,-7.5,6.5,5.19999980926513,7389,10.5,21467,1.70000004768371,62.9000015258789,29.3999996185302,6.09999990463256,70.7327270507812,27.8244247436523,27.7479362487793
"Monroe","AR",18,11333,-22.6000003814697,9.60000038146972,8.39999961853027,3376,8.39999961853027,17892,4.19999980926513,60.2999992370605,31,8.30000019073486,60.5488395690918,39.0187950134277,37.6952247619628
"Montgomery","AR",10,7841,2.59999990463256,11.3999996185302,8.5,1972,7,19523,7.80000019073486,51.2999992370605,32.5,15.5,98.4313201904296,0.102027803659439,47.3409004211425
"Nevada","AR",16,10101,-10.3999996185302,9.60000038146972,8.69999980926513,1197,9.80000019073486,22304,4.90000009536743,56.7999992370605,30.7999992370605,11.5,67.8744659423828,31.640432357788,39.0852394104003
"Newton","AR",9,7666,-1.39999997615814,8.89999961853027,6.09999990463256,414,6.80000019073486,18000,7.80000019073486,42.599998474121,41.7000007629394,14.6999998092651,98.9042510986328,0,54.0568733215332
"Ouachita","AR",40,30574,-3.29999995231628,8.89999961853027,7.59999990463256,4908,12.1999998092651,26777,0.899999976158142,59.7000007629394,29.8999996185302,10,64.4403762817382,35.1246147155761,40.6063957214355
"Perry","AR",15,7969,14.8999996185302,9.89999961853027,6.30000019073486,1716,6.19999980926513,21954,5.19999980926513,54.4000015258789,33.2000007629394,11.8000001907348,97.6283111572265,1.49328649044036,43.9703865051269
"Phillips","AR",41,28838,-19.2000007629394,8.10000038146972,7,5417,9.19999980926513,16259,3.20000004768371,65.5999984741211,27.3999996185302,6.40000009536743,44.7846603393554,54.6258392333984,34.1112403869628
"Pike","AR",17,10086,-3.79999995231628,10.1000003814697,8.19999980926513,354,8.5,22454,6.90000009536743,51.2000007629394,37.2999992370605,11.1999998092651,95.3896484375,3.74776911735534,41.9591522216796
"Poinsett","AR",32,24664,-9.60000038146972,8.69999980926513,6.59999990463256,2371,5.59999990463256,20629,3.29999995231628,62.2999992370605,28.2999992370605,8.89999961853027,92.4302597045898,7.18861484527587,34.7510528564453
"Polk","AR",20,17347,3.29999995231628,10.3000001907348,9,2148,9.89999961853027,21306,7.19999980926513,43.7999992370605,38.2000007629394,17,98.201416015625,0,41.6037368774414
